hospital_name,staffed_beds,total_payments,copd_total,copd_ratio,ami_total,ami_ratio,pneumonia_total,pneumonia_ratio,hip_knee_total,hip_knee_ratio,hf_total,hf_ratio
FRANCISCAN ST MARGARET HEALTH - HAMMOND,219,22674498,1500597,1.1250,,1.0903,819954,1.1190,,1.0315,1856435,1.0113
HENDRICKS REGIONAL HEALTH,124,9726975,529111,0.9925,,1.0014,678379,0.9847,1719851,1.0119,667863,0.9652
ST JOSEPH HOSPITAL & HEALTH CENTER INC,170,10212757,,0.8658,,0.0000,908056,0.8020,,0.9352,,0.9418
WILLIAM N WISHARD MEMORIAL HOSPITAL,,22945825,1589319,0.9452,,1.0320,,1.1217,,1.0569,1541547,1.1142
FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,,4337082,310776,,,,308735,,,,,
KING'S DAUGHTERS' HEALTH,83,7117613,704765,0.9349,,0.9477,472879,0.9621,,0.9798,488502,1.0571
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,0,13097149,941731,0.9521,,1.0072,1076016,0.9249,1471688,1.3314,1190868,0.9615
MARY GREELEY MEDICAL CENTER,193,16977775,538966,1.0013,755052,0.9523,717253,1.0231,2216995,0.8372,1012337,0.9582
JENNIE EDMUNDSON HOSPITAL,,9101814,410637,1.0368,,0.9969,793982,1.0313,1360485,0.9009,,0.9965
OTTUMWA REGIONAL HEALTH CENTER,106,6516828,450944,0.8935,644748,1.0428,523495,0.8725,,0.8206,576586,0.9621
COFFEYVILLE REGIONAL MEDICAL CENTER,88,4131645,,0.9417,,0.0000,469888,0.9797,,1.0584,399605,0.9558
OVERLAND PARK REG MED CTR,276,8348422,,0.9177,,1.0363,,0.9628,,1.1383,661217,0.9297
MENORAH MEDICAL CENTER,158,7680846,171950,0.9631,,1.0251,504311,1.0383,,1.0451,485166,1.0893
WHITESBURG ARH HOSPITAL,82,4229631,928397,1.2093,,0.0000,,1.0767,,0.0000,758248,1.1871
SAINT JOSEPH HOSPITAL LONDON,,18801567,1181326,0.9641,782783,0.9772,991215,0.8862,1309754,1.1157,1492965,0.9566
HAZARD ARH REGIONAL MEDICAL CENTER,308,23968453,3302996,1.2639,305916,1.2208,1270702,1.2549,,0.9304,1132500,1.1372
ST ELIZABETH FLORENCE,153,14268651,913224,1.1410,407162,1.1137,693283,1.1847,,0.0000,977914,1.0751
PAUL B HALL REGIONAL MEDICAL CENTER,72,4356757,700842,0.9885,,0.0000,736698,1.0637,,0.0000,,0.9672
OPELOUSAS GENERAL HEALTH SYSTEM,0,18588847,615347,0.9107,,1.0186,770357,0.9372,1553624,1.0080,1282575,0.9889
WEST JEFFERSON MEDICAL CENTER,437,14724676,759579,1.0428,385300,1.0862,,0.9968,,0.8862,1427329,0.9908
CHRISTUS HEALTH SHREVEPORT - BOSSIER,0,21661001,805499,0.9455,,1.0136,1289722,0.9670,1828603,1.0474,1803840,0.9331
TOURO INFIRMARY,320,13576785,307677,0.9419,,1.0119,923948,0.8402,,0.7719,1110445,0.9502
JENNINGS AMERICAN LEGION HOSPITAL,53,5799608,460750,1.0759,,1.0253,643552,1.0650,,1.0110,452707,1.1330
NORTHERN LOUISIANA MEDICAL CENTER,151,9944273,388398,0.9408,,0.9776,642344,1.0890,,0.9120,948646,1.1529
TULANE MEDICAL CENTER,362,17573541,755064,0.9569,,1.0392,,0.9949,,0.9306,971764,1.1147
WILLIS KNIGHTON BOSSIER HEALTH CENTER,166,11937362,702143,0.9311,,0.9507,723529,0.8402,1193411,1.1007,1039208,1.0855
MILES MEMORIAL HOSPITAL INC (LINCOLN COUNTY HC),,4545909,424404,1.0472,,0.0000,,0.8754,,0.9329,685500,1.0396
SOUTHERN MAINE MEDICAL CENTER,,11266745,,0.9852,539239,0.9773,,0.9050,,0.7620,1015457,0.8981
HARFORD MEMORIAL HOSPITAL,,13053126,804270,1.0438,,1.0179,,1.0138,,1.0771,1041742,0.9800
MEDSTAR SAINT MARY'S HOSPITAL,90,20272626,1579254,1.0222,588000,1.0010,1019488,0.9186,,0.8805,2129206,1.0833
CALVERT MEMORIAL HOSPITAL,113,17260154,1185405,0.9762,,0.9740,1031120,1.1034,,1.3263,1794924,1.0209
ATLANTIC GENERAL HOSPITAL,53,13414567,606345,1.0461,,1.0961,677000,0.9800,,1.1360,707003,0.8933
BAYSTATE FRANKLIN MEDICAL CENTER,90,8121095,449031,0.9831,,1.0932,746871,0.9356,,0.9541,755415,0.9762
HOLYOKE MEDICAL CENTER,185,12692187,1147739,1.0138,568542,0.9379,1029736,1.0256,,1.2179,835353,1.0346
EMERSON HOSPITAL,168,10679756,,0.9339,,1.0104,455133,0.9930,2035015,0.9179,771028,0.9084
ST JOSEPH MERCY PORT HURON,164,9773870,721499,1.0072,,1.0256,,1.0275,,1.0847,,0.9572
"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",,8518653,,0.9218,,0.9217,263687,0.9305,,0.8258,529113,0.8872
HOLLAND COMMUNITY HOSPITAL,189,9698445,,1.0012,223556,0.9667,,0.9798,,0.7173,,0.9522
HURLEY MEDICAL CENTER,418,30888756,1436709,0.9750,,1.0339,1598397,1.0542,,1.0636,2590264,1.0408
OAKWOOD SOUTHSHORE MEDICAL CENTER,,20833915,1402590,0.9268,575290,1.0950,1164014,0.9846,,0.7910,1541269,1.0415
MCLAREN LAPEER REGION,222,12803210,980140,0.9455,,0.9053,678231,0.9570,,1.0864,1079575,1.0532
MCLAREN OAKLAND,192,13233691,,1.0329,,0.9713,,0.9862,1041947,1.1159,,0.9967
OAKWOOD HERITAGE HOSPITAL,,15082190,1107967,1.0614,,0.9916,1157617,1.0335,,0.8228,981726,1.0409
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,162,10631003,566206,0.9574,438360,0.9937,477333,1.0551,,0.8915,737716,1.0071
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",0,42938555,,0.9583,,0.9760,,1.0055,4942552,0.9027,1627478,1.0815
UNITY HOSPITAL,213,14734816,491381,1.0135,,0.0000,659943,1.0971,2083876,1.2147,691031,0.9622
NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,188,10363733,362310,1.0217,690767,1.0550,,0.9558,,1.1221,1286656,1.2052
SOUTH CENTRAL REG MED CTR,268,12311401,522438,1.0449,,1.0805,1004465,1.0283,1394725,0.9735,809096,0.9229
CENTRAL MISSISSIPPI MEDICAL CENTER,365,9525479,405542,0.9480,,1.0091,,1.0381,,1.0650,,1.0966
DELTA REGIONAL MEDICAL CENTER,207,14552149,379351,1.0627,375390,1.0336,476188,1.0013,,0.9168,1850881,1.0249
GREENWOOD LEFLORE HOSPITAL,228,13585246,574624,0.9802,,1.0440,431265,0.9722,,0.9508,1145385,1.0600
NATCHEZ COMMUNITY HOSPITAL/SWING BED,,4221616,387164,1.0576,,1.0424,374497,1.1388,,1.0841,660086,1.0251
RIVER OAKS HOSPITAL,158,7421088,277918,1.0231,,0.0000,336321,0.9066,,1.2550,258225,1.1212
BOTHWELL REGIONAL HEALTH CENTER,142,9300461,1056434,1.0096,328411,0.9216,947197,0.8677,,0.9939,596449,1.0353
PHELPS COUNTY REGIONAL MEDICAL CENTER,242,14113823,659520,0.8731,,0.9505,1254586,0.8457,1944375,0.8507,1064581,0.9940
SSM ST CLARE HEALTH CENTER,180,19954433,441168,0.9478,,0.9926,673925,1.0509,1785558,0.9470,1143900,0.9430
COX MEDICAL CENTER BRANSON,165,11187988,539913,0.9346,,0.9742,531462,0.9322,1554823,0.7408,686377,1.0307
BARNES-JEWISH ST PETERS HOSPITAL,120,10969134,615441,1.0686,,0.9483,,0.9347,1114348,1.1993,764825,0.9835
SSM ST JOSEPH HOSPITAL WEST,122,13976433,,0.9091,,0.9342,566454,0.9444,1333092,1.3725,1057782,0.9350
ST PATRICK HOSPITAL,200,19808375,390689,0.9155,,0.8092,756170,0.8670,2968812,0.8353,660668,0.8869
ST JAMES HEALTHCARE,83,7638728,,0.9348,,1.0673,,0.9238,1347045,1.0449,,0.9569
ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MEDI,,13138862,522317,1.0159,456694,0.8149,,0.9900,,1.0581,1020092,0.9157
MARY LANNING HEALTHCARE,142,7045993,,0.9275,,0.0000,727442,0.8848,,0.8442,535725,1.0055
ALEGENT HEALTH IMMANUEL MEDICAL CENTER,,9827760,830867,1.0231,,0.9777,809671,1.0506,1082030,0.9221,572457,0.9209
ALEGENT HEALTH LAKESIDE HOSPITAL,,8476803,341532,0.9130,,0.9148,523792,1.0218,1330107,0.8325,518838,0.8398
UMC OF SOUTHERN NEVADA,499,14264863,614287,1.0156,,1.0366,882407,1.0121,,1.1356,1032008,1.0908
SPRING VALLEY HOSPITAL MEDICAL CENTER,237,12408677,418490,0.9685,,0.9611,658901,1.1530,1927619,1.0212,594686,1.0754
PARKLAND MEDICAL CENTER,82,6666570,562669,1.0053,,1.0399,420933,1.0033,,0.0000,853970,1.0654
SOUTHERN NH MEDICAL CENTER,164,14003481,745690,0.9991,587019,0.8700,1151945,0.8737,1425008,1.0112,1035324,0.8355
HUNTERDON MEDICAL CENTER,184,18395058,656763,0.9702,679084,0.9377,929796,0.9984,1458936,1.0749,742109,0.9399
BAYONNE HOSPITAL CENTER,,12931667,806080,1.0216,,1.0015,504959,0.9977,,0.0000,1087315,1.1104
ST LUKE'S WARREN HOSPITAL,140,16446032,1328703,1.0746,,1.0946,546709,0.9068,,1.1370,1646455,1.0288
EAST ORANGE GENERAL HOSPITAL,196,18834016,1442422,1.0704,1106457,1.1520,662785,1.2192,,0.0000,1085792,1.1153
MEMORIAL HOSPITAL OF SALEM COUNTY,0,7580911,511065,1.1404,,1.0291,474944,1.0647,,0.0000,921340,1.1075
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,234,24100338,1529826,0.9526,620262,0.9978,1196163,1.0648,,1.0607,1799403,1.1212
SOUTHERN OCEAN MEDICAL CENTER,135,14642388,936435,0.9331,665520,1.0569,944153,0.8798,,0.9612,1341257,0.9333
UMDNJ UNIVERSITY HOSPITAL,,21226312,,1.0615,,1.0214,,1.0694,1478329,0.9431,,1.1250
UNM HOSPITAL,556,26725135,474451,0.9665,,0.9405,,0.9376,2554234,0.9106,,0.9768
SAN JUAN REGIONAL MEDICAL CENTER,188,26840387,687573,0.8693,416325,0.9061,1669941,0.8407,,1.0723,1014252,1.0384
EASTERN NEW MEXICO MEDICAL CENTER,162,9033111,357876,0.9823,,1.0628,628001,0.9879,,0.8899,606501,1.0284
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,0,30627485,957592,0.9982,919974,1.0077,1128787,1.1523,,1.0202,2019687,1.0555
F F THOMPSON HOSPITAL,301,3634950,,1.0469,,0.9815,,1.0298,,0.9900,,0.9885
SAMARITAN MEDICAL CENTER,207,17048206,923058,1.0496,,0.9694,934779,0.9038,,0.7973,1760561,0.9396
SAMARITAN HOSPITAL,212,9800482,555385,1.0079,,0.9177,,0.9568,,0.9590,,1.0084
ERIE COUNTY MEDICAL CENTER,1261,18512154,,0.9777,,1.0413,,1.0532,,0.9973,1029592,0.9901
WYCKOFF HEIGHTS MEDICAL CENTER,276,32789644,2039648,1.2191,1023495,1.1187,1076697,1.2064,,0.0000,1723490,1.1302
UNITY HOSPITAL OF ROCHESTER,0,12977527,494375,0.9555,,1.0585,589926,1.1099,,0.8313,998896,0.9617
BROOKDALE HOSPITAL MEDICAL CENTER,0,23927492,1254155,1.1011,,0.9616,603990,1.0354,,0.0000,1761747,1.0825
PUTNAM HOSPITAL CENTER,164,18792203,693464,1.0712,,1.0889,760316,0.9936,3445483,0.9541,1412825,1.1252
CORNING HOSPITAL,0,7230294,387806,0.9826,,0.9951,456968,1.0234,,0.8520,744838,1.1751
SCOTLAND MEMORIAL HOSPITAL,154,12628174,767360,0.9696,585288,0.9942,742745,1.0898,,0.9628,1612577,1.0139
WAYNE MEMORIAL HOSPITAL,115,42836713,407083,0.9251,378125,1.0112,726458,1.0766,794935,1.0530,661991,1.0078
RUTHERFORD HOSPITAL INC,,9847934,590040,0.8753,,0.9556,652278,1.0036,,0.9532,603147,0.9790
ROWAN REGIONAL MEDICAL CENTER,,15865632,597373,1.0581,736332,0.9034,1074042,1.0230,,0.9500,697541,0.9344
IREDELL MEMORIAL HOSPITAL INC,203,19154864,1142540,1.0148,,0.9592,1039580,1.0485,,1.0533,1307668,1.0529
ONSLOW MEMORIAL HOSPITAL,162,11409580,1144715,0.9646,,0.9857,975491,0.9770,,1.4953,1081768,1.1300
WILKES REGIONAL MEDICAL CENTER,107,8754482,424012,1.1669,,0.9972,816999,1.0935,,0.9140,591746,1.0035
CMC-BLUE RIDGE,0,10167925,430576,0.9102,,0.9242,799726,0.9918,,1.0833,,0.9618
JOHNSTON MEMORIAL HOSPITAL,116,36034762,1239385,0.9504,561187,0.9614,1063919,0.9913,1551738,1.1318,1806722,1.0428
HUGH CHATHAM MEMORIAL HOSPITAL,180,6705061,673966,1.0706,,0.9240,649597,1.0383,1041008,1.0109,485116,1.1129
VIDANT ROANOKE CHOWAN HOSPITAL,114,8330308,497621,0.9816,,0.9942,468346,1.2092,,1.0630,631086,1.0555
VIDANT EDGECOMBE HOSPITAL,117,9265120,794358,1.1212,,0.9538,574886,1.0781,,1.1609,1155577,1.0381
STANLY REGIONAL MEDICAL CENTER,119,11327449,286076,0.9254,433917,1.0740,585257,0.9828,,1.0450,1660077,0.9822
LAKE NORMAN REGIONAL MEDICAL CENTER,123,9452037,351694,1.0799,265263,1.0284,,1.0032,1418117,1.0024,,0.9360
CAROLINAS MEDICAL CENTER-UNION,227,18792003,641243,1.0007,,1.0976,1116213,1.0213,1938954,1.0247,1621768,0.9404
CARTERET GENERAL HOSPITAL,116,16756848,635419,0.9867,1296905,0.9995,,0.9091,,0.9303,1223407,1.0004
HALIFAX REGIONAL MEDICAL CENTER INC,146,13211849,1091923,0.9340,,1.0088,876480,1.1241,,1.2865,1232827,1.0214
BRUNSWICK COMMUNITY HOSPITAL,,8162107,640509,1.0105,,0.0000,646883,1.0095,,0.8544,532456,0.9919
CAROLINAS MED CTR-UNIVERSITY,94,6297950,,1.0194,,0.9552,,1.0057,,1.0427,,1.0067
PRESBYTERIAN HOSPITAL MATTHEWS,0,14529805,828158,0.9368,416914,0.9878,782415,1.0467,,1.0874,753848,0.8537
PRESBYTERIAN HOSPITAL HUNTERSVILLE,,9083085,,0.9973,,1.0226,,0.9534,2282117,1.0161,454913,0.9436
MEDWEST HAYWOOD,0,11237659,687993,0.8824,379454,0.9705,1055653,1.0121,,0.9463,702549,0.9150
MERCY HOSPITAL ANDERSON,0,19378875,421251,1.1457,,1.0614,1122415,1.0771,2240736,1.2247,1321480,1.0965
GREENE MEMORIAL HOSPITAL,49,4284182,304013,0.9854,,0.0000,,0.9597,,1.1583,,1.0550
WOOSTER COMMUNITY HOSPITAL,147,6986163,,0.9921,,0.9262,837224,1.1190,,0.8300,511026,1.0821
FLOWER HOSPITAL,0,9973044,542465,0.9404,,1.0370,789509,1.0238,,0.9517,867816,0.9758
MERCY ST CHARLES HOSPITAL,243,13559858,1070810,0.8840,409180,1.0081,830133,0.9881,,1.1198,1333909,0.9338
SPRINGFIELD REGIONAL MEDICAL CENTER,254,24341153,1461678,0.9656,,0.9837,1155144,1.1453,,0.9936,1275382,1.0464
BELLEVUE HOSPITAL,0,1257373,207194,0.9921,,0.0000,,0.9495,,0.8615,,0.9684
MERCY FRANCISCAN HOSPITAL WESTERN HILLS,,8379133,767097,1.0292,,0.9899,473920,1.0987,,0.9429,669167,0.9628
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,160,10902269,620618,1.0110,392799,0.9497,998302,1.0745,,1.0386,,1.1228
SOUTH POINTE HOSPITAL,158,18828297,1218965,1.0355,,0.9680,804007,1.0898,,1.1457,1611529,0.9999
MERCY FRANCISCAN HOSPITAL - MT AIRY,,8829958,431680,1.0701,,1.0314,702961,1.1154,,1.2425,801691,1.1233
"WEST CHESTER HOSPITAL, LLC",162,14190451,,0.9804,541173,0.9575,539755,1.0642,2130692,0.8798,999325,1.1262
JANE PHILLIPS MEDICAL CENTER,0,9941380,,0.9333,326470,0.9341,393965,0.9650,,0.8664,,0.9095
DEACONESS HOSPITAL,283,35414763,654410,0.8711,650513,0.9923,659265,0.9153,,0.9937,388563,0.9196
MERCY MEMORIAL HEALTH CENTER,,21030779,1301544,1.0255,618022,1.0883,1298789,1.1169,2688651,1.2987,850145,1.0359
MIDWEST REGIONAL MEDICAL CENTER,255,21830432,1176549,1.1822,463316,1.1594,876478,1.0680,,0.9772,907988,1.0833
ST ANTHONY SHAWNEE HOSPITAL,98,6866997,675974,0.9985,,1.0578,749009,1.0211,,1.0026,629715,0.9701
LEGACY EMANUEL MEDICAL CENTER,428,10183208,,0.9282,,1.1020,,1.0065,,1.0304,,0.9483
LEGACY GOOD SAMARITAN MEDICAL CENTER,235,15928510,338160,0.9800,,1.0332,,0.9707,1767607,0.8634,1089632,1.0953
LEGACY MOUNT HOOD MEDICAL CENTER,114,4661530,385297,0.9264,,1.0191,417891,0.9835,,0.9756,,0.9503
SKY LAKES MEDICAL CENTER,98,14851379,431207,0.9445,,0.9664,814010,0.9600,,0.8103,899271,0.8607
SALEM HOSPITAL,398,26836940,664138,1.0010,482501,0.8574,726552,0.9830,4249749,0.8262,1102437,0.9740
LEGACY MERIDIAN PARK MEDICAL CENTER,107,11679254,,1.0210,342066,0.9698,436249,0.9549,,0.9565,700365,0.9172
CHESTNUT HILL HOSPITAL,129,11931945,644211,1.1020,,1.0713,620560,1.0639,,0.9758,1140014,1.0706
UPMC MERCY,495,22722091,811917,1.0419,,1.1792,961280,1.0411,,1.0782,1296884,1.0818
"WASHINGTON HOSPITAL, THE",0,12947415,584201,1.0702,373368,1.0634,535035,1.0769,,1.0255,1178260,1.0476
CLEARFIELD HOSPITAL,,3295957,236474,0.9354,,1.0657,,0.9976,,0.9787,438578,1.0975
UPMC NORTHWEST,180,8599699,750216,1.0977,,1.0124,625071,1.1352,,0.8683,565769,1.0240
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,230,15935508,453886,1.0708,,0.9435,869049,1.0039,,0.9676,1381477,0.9616
POTTSTOWN MEMORIAL MEDICAL CENTER,193,14241301,1127333,1.1934,266666,1.0664,717260,1.2139,,0.8124,1086260,1.0926
MONONGAHELA VALLEY HOSPITAL,183,6943188,406600,1.0378,,1.1184,,1.0493,,0.9593,620459,1.0483
HAZLETON GENERAL HOSPITAL,,16759838,,1.0153,1057786,0.9962,1603101,1.2244,,1.1707,1239206,1.0885
DOYLESTOWN HOSPITAL,238,21780212,677151,0.9743,565742,1.1175,1562363,0.9206,2647506,0.9076,1427482,0.9709
SHARON REGIONAL HEALTH SYSTEM,251,13518846,457394,0.9671,,1.0757,738666,1.0194,,0.9340,1012630,1.0513
HANOVER HOSPITAL,106,12709212,,0.9261,1133219,0.9033,,0.9181,,0.9457,1255938,1.0093
NEWPORT HOSPITAL,129,6858578,469125,0.8767,,0.9642,,0.9008,,0.9955,,0.9255
CAROLINA PINES REGIONAL MEDICAL CENTER,116,8464556,521085,1.0606,,0.0000,652573,1.1491,,1.0304,922878,1.0138
SPRINGS MEMORIAL HOSPITAL,193,11266711,839011,1.0000,463518,1.0833,590456,1.0022,,0.0000,841398,1.0768
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,189,17122087,555852,0.9115,,0.0000,558948,1.0002,,0.0000,689522,0.9117
AVERA ST LUKES,0,12184448,562732,0.8897,342667,0.8880,980740,0.8384,2005381,0.8426,914747,0.8333
DYERSBURG REGIONAL MEDICAL CENTER,95,8586522,856058,1.1188,630200,1.0844,473194,1.0786,,0.0000,777098,1.0383
HENRY COUNTY MEDICAL CENTER,114,6415198,325338,0.9770,,1.0113,426696,1.0147,1774624,1.2480,,0.9536
TRISTAR SOUTHERN HILLS MEDICAL CENTER,85,5665009,340837,0.9699,,0.9615,,1.1073,,1.0910,294875,0.9474
UNIVERSITY MEDICAL CENTER OF EL PASO,252,5112754,285556,0.9842,,1.0055,,0.9585,,0.0000,,1.0072
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",280,16051689,434323,1.0187,928383,1.0075,,0.8621,,0.0000,,0.8811
LAREDO MEDICAL CENTER,326,35363024,990891,0.9540,493148,1.0333,1914756,1.0043,,0.9044,1911920,0.9993
JPS HEALTH NETWORK,30,14209095,590059,0.9868,,1.0083,822336,0.9006,,1.0321,,0.9635
HILLCREST BAPTIST MEDICAL CENTER,0,18253689,501206,0.8974,563751,0.9867,908780,0.8837,1682656,0.8926,957868,0.8905
GUADALUPE REGIONAL MEDICAL CENTER,125,8561715,275111,0.9895,,1.0327,508103,0.9265,,1.2305,590942,0.9128
BAYLOR ALL SAINTS MEDICAL CENTER AT FW,396,29530149,1032721,0.9214,,0.9611,1381445,0.8650,1471358,0.9580,1624269,0.8746
MISSION REGIONAL MEDICAL CENTER,256,23056122,1342893,1.0202,490643,1.0044,1479756,1.0935,,0.8728,1660221,1.0284
UNIVERSITY HEALTH SYSTEM,0,11762520,,0.9701,,0.9468,,1.0134,,0.0000,639183,0.9738
HUNT REGIONAL MEDICAL CENTER,177,9153634,824311,0.9560,,0.0000,628375,0.9060,,1.0327,,0.9161
SAN JACINTO METHODIST HOSPITAL,0,23792789,1152718,0.8656,576414,0.9008,1342616,1.0127,1892530,0.8171,1368098,0.9550
TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,158,14654547,570268,1.0353,,1.0801,1205847,0.8914,831644,1.0015,1051194,0.9013
ODESSA REGIONAL HOSPITAL,218,6674328,488009,0.9468,,0.9097,488437,0.8590,,0.7638,637648,0.9500
MEDICAL CENTER OF LEWISVILLE,182,8713061,447948,1.0721,301440,1.0568,,1.0031,918658,1.0589,686502,1.0656
TOMBALL REGIONAL MEDICAL CENTER,334,16692816,725444,0.9656,,0.9688,1394139,0.8854,,1.2836,1203467,0.9189
CHRISTUS ST JOHN HOSPITAL,,6941624,290306,1.0315,,1.0714,362925,1.0559,,0.9082,,1.0338
LAKE POINTE MEDICAL CENTER,112,6117035,547005,1.0331,,0.9695,519519,1.0641,,0.0000,413693,0.9627
PALESTINE REGIONAL MEDICAL CENTER,152,6900030,618653,0.9472,,0.9824,748001,0.9774,,1.0777,,0.9552
NORTH AUSTIN MEDICAL CENTER,0,21718596,784106,1.0107,,0.9315,878462,0.9479,,1.0310,849033,0.9586
METHODIST WILLOWBROOK HOSPITAL,251,16397318,586980,1.0827,705261,1.0151,853630,0.9728,,0.9393,896758,1.1097
MEMORIAL HERMANN KATY HOSPITAL,142,9834311,497990,0.9098,,0.9899,881615,0.9809,1170733,1.0514,697201,1.0345
MCKAY DEE HOSPITAL CENTER,,21053573,,0.8477,,0.9843,706709,0.8858,,0.9274,582603,0.7894
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,531,30656652,,0.9073,,0.9930,,0.8845,3048745,1.1358,798751,0.9076
LAKEVIEW HOSPITAL,100,4651902,,0.9777,,0.9402,345095,0.9670,,0.8739,,0.9077
CENTRAL VERMONT MEDICAL CENTER,0,8259530,910069,0.9965,,0.9108,1276969,0.8531,,0.9368,,0.9324
RUTLAND REGIONAL MEDICAL CENTER,111,19148357,1289400,1.0283,472892,0.9671,1545738,0.9106,,0.8333,847212,1.0107
HALIFAX REGIONAL HOSPITAL,192,9824939,359708,0.9630,,0.8693,,0.9847,,0.9162,1017545,1.0077
BON SECOURS MARYVIEW MEDICAL CENTER,360,25908641,,1.0589,,1.0629,,1.0427,2402956,0.9098,,0.9602
"THE FAUQUIER HOSPITAL, INC",,9118005,751990,1.0689,207096,0.9883,677623,0.9770,,1.4844,725765,1.0614
RIVERSIDE SHORE MEMORIAL HOSPITAL,130,6208237,409767,0.9604,283598,1.1251,,0.9909,,0.0000,700386,1.0097
MARY IMMACULATE HOSPITAL,0,18869066,,0.9736,,1.0235,573619,0.9858,6720234,0.9991,894213,1.0425
INOVA LOUDOUN HOSPITAL,279,14074066,568329,1.1011,298751,0.9515,1171976,0.9971,,1.0157,1176162,1.0292
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,80,3559718,,1.1734,,1.1233,605926,1.2167,,1.0167,581817,1.1621
"COMMUNITY MEMORIAL HEALTHCENTER, INC",229,7307006,697414,1.0158,,0.9842,337022,1.0185,,0.9580,1035419,1.0756
SENTARA PRINCESS ANNE HOSPITAL,0,13937179,548461,0.9737,264821,0.9373,679940,1.0609,,1.0547,1065088,0.9244
BON SECOURS ST FRANCIS MEDICAL CENTER,0,18957040,261161,0.9468,,1.1277,628023,0.9902,2690225,1.0653,1245146,0.9496
NORTHWEST HOSPITAL,0,20747062,332156,0.8389,,1.0217,,0.8919,4017822,0.7908,931195,0.9062
SKAGIT VALLEY HOSPITAL,134,13749063,336450,1.0293,,0.8950,737553,0.9595,,1.0922,794413,0.9628
HIGHLINE MEDICAL CENTER,218,11750505,,0.9949,,0.9775,786883,0.9526,,0.8651,720084,0.9175
PROVIDENCE CENTRALIA HOSPITAL,92,13078030,260557,1.0725,,1.0224,,0.9719,1763169,0.7964,,0.9140
SWEDISH EDMONDS HOSPITAL,155,16572671,,0.9562,472167,1.0981,,0.9359,1396666,0.9042,794830,0.9718
GRAYS HARBOR COMMUNITY HOSPITAL,105,13655211,366584,0.9401,,0.9563,767376,1.0286,1214758,0.8517,1347954,1.0576
YAKIMA VALLEY MEMORIAL HOSPITAL,225,27821843,845867,0.9866,766479,0.9584,1321797,1.0200,4330564,0.7348,1577695,0.9314
OLYMPIC MEDICAL CENTER,78,11239146,343501,0.9632,361898,0.9606,708227,0.8754,2300739,0.8239,704974,0.8742
PROVIDENCE HOLY FAMILY HOSPITAL,0,19344439,481642,0.9385,409345,0.9351,783272,0.8914,3443917,1.1076,886750,0.9049
MULTICARE GOOD SAMARITAN HOSPITAL,256,35863169,870015,1.0672,1033124,1.0588,1456098,1.0788,2604185,1.0821,2654192,1.0162
LEGACY SALMON CREEK MEDICAL CENTER,187,17259127,692859,0.9225,,0.9843,986955,1.1213,3568415,1.0127,1338762,0.9520
SWEDISH ISSAQUAH,80,2936880,,0.9877,,1.0638,,1.0334,,1.0887,,0.9247
GREENBRIER VALLEY MEDICAL CENTER,116,7941988,,1.1002,,0.9750,,1.0767,,1.0258,,1.0309
OHIO VALLEY MEDICAL CENTER,208,6076946,470653,1.0208,331977,1.0345,404648,1.0389,,1.1165,,1.0553
PRINCETON COMMUNITY HOSPITAL,226,12527779,1214355,1.0538,324332,1.0024,1071310,1.0999,,1.1622,856849,1.0321
"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",,8482608,330073,0.9570,,0.9393,414963,1.0027,,1.1437,724494,0.7728
THEDA CLARK MED CTR,,5004356,,0.9708,,1.0091,,0.9981,,0.9459,272920,0.9997
MERCY MED CTR OF OSHKOSH,,4235924,,0.9789,,1.0419,,1.0128,,0.8327,253153,0.8330
OCONOMOWOC MEM HSPTL,,4447949,,0.9971,,0.9728,,0.9562,,0.7841,,1.0337
BAY AREA MED CTR,,8119252,607723,0.9422,624351,0.9409,571262,0.9910,,0.9634,667774,1.0001
AURORA MEDICAL CENTER,0,8023228,,1.0331,,0.9546,,1.0563,,1.0659,,0.9743
SCOTT & WHITE HOSPITAL-ROUND ROCK,102,10305509,,0.9017,,0.9140,632462,0.8949,1896360,1.0206,,0.9239
SIERRA PROVIDENCE EAST MEDICAL CENTER,110,7879520,249682,0.9634,,0.9951,679930,1.1105,,0.8461,,0.9579
METHODIST STONE OAK HOSPITAL,140,11127937,323125,0.9090,,0.9472,369120,1.0223,1296229,0.9383,475631,1.0170
