hospital_name,city,state,staffed_beds,total_discharges,patient_days,gross_patient_revenue
CREIGHTON UNIVERSITY MEDICAL CENTER,Omaha,Nebraska,224,8641,40735,832798
FAITH REGIONAL WEST CAMPUS,Norfolk,Nebraska,123,5109,22276,296699
FREMONT AREA MEDICAL CENTER,Fremont,Nebraska,202,3125,10789,220225
GOOD SAMARITAN HOSPITAL,Kearney,Nebraska,265,8629,39523,421536
GREAT PLAINS REGIONAL MEDICAL CENTER,North Platte,Nebraska,93,4512,16009,324687
IMMANUEL MEDICAL CENTER,Omaha,Nebraska,411,8143,38120,533384
KEARNEY REGIONAL MEDICAL CENTER,Kearney,Nebraska,0,0,0,
LAKESIDE HOSPITAL,Omaha,Nebraska,181,7353,28449,450022
LINCOLN SURGICAL HOSPITAL,Lincoln,Nebraska,21,958,2497,95610
MARY LANNING MEMORIAL HOSPITAL,Hastings,Nebraska,142,2992,12881,236808
METHODIST HOSPITAL,Omaha,Nebraska,363,16311,89387,1078750
METHODIST WOMEN'S HOSPITAL,Omaha,Nebraska,0,0,0,
MIDLANDS HOSPITAL,Papillion,Nebraska,70,2034,7657,171980
MIDWEST SURGICAL HOSPITAL,Omaha,Nebraska,19,930,1908,90678
NEBRASKA HEART HOSPITAL,Lincoln,Nebraska,54,2113,6450,123310
NEBRASKA MEDICINE- BELLEVUE,Bellevue,Nebraska,94,4051,12218,197025
NEBRASKA ORTHOPAEDIC HOSPITAL,Omaha,Nebraska,24,1410,3703,130470
NEBRASKA SPINE HOSPITAL,Omaha,Nebraska,34,1757,2859,120579
OMAHA VA MEDICAL CENTER,Omaha,Nebraska,0,0,0,
REGIONAL WEST MEDICAL CENTER,Scottsbluff,Nebraska,176,6245,22392,437971
SAINT ELIZABETH REGIONAL MEDICAL CENTER,Lincoln,Nebraska,260,13814,54212,616621
SAINT FRANCIS MEDICAL CENTER,Grand Island,Nebraska,191,6307,25018,319697
THE NEBRASKA MEDICAL CENTER,Omaha,Nebraska,502,23917,122337,1945611
WINNEBAGO HOSPITAL,Winnebago,Nebraska,13,326,778,
CATHOLIC MEDICAL CENTER,Manchester,New Hampshire,227,9227,44657,821359
CHESHIRE MEDICAL CENTER,Keene,New Hampshire,140,3499,12026,362292
CONCORD HOSPITAL,Concord,New Hampshire,206,11856,55864,988744
DARTMOUTH-HITCHCOCK MEDICAL CENTER,Lebanon,New Hampshire,388,18660,106735,1989058
ELLIOT HOSPITAL,Manchester,New Hampshire,244,11690,50436,750264
EXETER HOSPITAL,Exeter,New Hampshire,97,5527,22931,395493
FRISBIE MEMORIAL HOSPITAL,Rochester,New Hampshire,74,3135,12302,259820
LAKES REGION GENERAL HOSPITAL,Laconia,New Hampshire,88,3954,16860,484605
MANCHESTER VA MEDICAL CENTER,Manchester,New Hampshire,0,0,0,
PARKLAND MEDICAL CENTER,Derry,New Hampshire,82,3498,12954,298147
PORTSMOUTH REGIONAL HOSPITAL,Portsmouth,New Hampshire,145,6626,31807,706577
SAINT JOSEPH HOSPITAL,Nashua,New Hampshire,208,5195,22547,417392
SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,Nashua,New Hampshire,164,6875,30566,467722
WENTWORTH-DOUGLASS HOSPITAL,Dover,New Hampshire,115,6131,27561,662739
ATLANTICARE REGIONAL MEDICAL CENTER - MAINLAND CAMPUS,Galloway,New Jersey,0,0,0,
ATLANTICARE REGIONAL MEDICAL CENTER -ATLANTIC CITY CAMPUS,Atlantic City,New Jersey,533,31494,140148,3823555
BAYONNE MEDICAL CENTER,Bayonne,New Jersey,268,5078,26370,1727318
BAYSHORE COMMUNITY HOSPITAL,Holmdel,New Jersey,153,7471,36345,678278
BERGEN REGIONAL MEDICAL CENTER,Paramus,New Jersey,1000,6286,27525,600423
CAPE REGIONAL MEDICAL CENTER,Cape May Court House,New Jersey,149,8014,27665,516163
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,Pennington,New Jersey,198,12407,49088,1689853
CAPITAL HEALTH REGIONAL MEDICAL CENTER,Trenton,New Jersey,205,11929,55592,2153380
CENTRASTATE MEDICAL CENTER,Freehold,New Jersey,264,13362,58796,941095
CHILTON MEDICAL CENTER,Pompton Plains,New Jersey,199,10567,49651,814348
CHRIST HOSPITAL,Jersey City,New Jersey,174,8908,41307,1924212
CLARA MAASS MEDICAL CENTER,Belleville,New Jersey,353,15626,73160,1314505
COMMUNITY MEDICAL CENTER,Toms River,New Jersey,488,22645,113472,1725748
COOPER UNIVERSITY HOSPITAL,Camden,New Jersey,499,26631,136783,3130545
DEBORAH HEART AND LUNG CENTER,Browns Mills,New Jersey,89,4495,17643,742711
EAST ORANGE GENERAL HOSPITAL,East Orange,New Jersey,196,5707,36637,541939
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Englewood,New Jersey,283,14384,72091,2214757
HACKENSACK UMC AT PASCACK VALLEY,Westwood,New Jersey,0,0,0,
HACKENSACK UMC MOUNTAINSIDE ,Montclair,New Jersey,227,10710,45786,1013212
HACKENSACK UNIVERSITY MEDICAL CENTER,Hackensack,New Jersey,691,45002,218221,5608236
HACKETTSTOWN REGIONAL MEDICAL CENTER,Hackettstown,New Jersey,103,3904,17709,446686
HOBOKEN UNIVERSITY MEDICAL CENTER,Hoboken,New Jersey,183,6011,25419,1270612
HOLY NAME MEDICAL CENTER,Teaneck,New Jersey,307,13155,68925,1297805
HUNTERDON MEDICAL CENTER,Flemington,New Jersey,184,7743,38064,635870
INSPIRA MEDICAL CENTER ELMER,Elmer,New Jersey,88,3784,15098,393142
INSPIRA MEDICAL CENTER VINELAND,Vineland,New Jersey,331,18661,76410,1870551
INSPIRA MEDICAL CENTER WOODBURY,Woodbury,New Jersey,256,11363,50207,1110071
JERSEY CITY MEDICAL CENTER,Jersey City,New Jersey,302,15595,70679,1483403
JERSEY SHORE UNIVERSITY MEDICAL CENTER,Neptune,New Jersey,546,27420,134871,2722126
JFK MEDICAL CENTER,Edison,New Jersey,445,20719,90533,1741778
KENNEDY MEMORIAL HOSPITALS - UNIVERSITY MEDICAL CENTER - WASHINGTON TOWNSHIP,Turnersville,New Jersey,0,0,0,
KENNEDY MEMORIAL HOSPITALS-UNIVERSITY MEDICAL CENTER - CHERRY HILL,Cherry Hill,New Jersey,529,26782,121837,2393574
KENNEDY MEMORIAL HOSPITALS-UNIVERSITY MEDICAL CENTER - STRATFORD,Stratford,New Jersey,0,0,0,
LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,Willingboro,New Jersey,158,5981,26666,1841935
MEADOWLANDS HOSPITAL MEDICAL CENTER,Secaucus,New Jersey,101,4830,16891,488541
MONMOUTH MEDICAL CENTER,Long Branch,New Jersey,346,14976,71654,1415267
MONMOUTH MEDICAL CENTER SOUTHERN CAMPUS,Lakewood,New Jersey,294,9492,53692,657977
MORRISTOWN MEDICAL CENTER,Morristown,New Jersey,663,36249,167017,2821925
NEWARK BETH ISRAEL MEDICAL CENTER,Newark,New Jersey,512,19690,129926,2191992
NEWTON MEDICAL CENTER,Newton,New Jersey,148,7702,33109,852519
OCEAN MEDICAL CENTER,Brick,New Jersey,259,14236,70707,1246800
OUR LADY OF LOURDES MEDICAL CENTER,Camden,New Jersey,350,14378,68216,1983439
OVERLOOK MEDICAL CENTER,Summit,New Jersey,504,22803,101996,1685547
PALISADES MEDICAL CENTER,North Bergen,New Jersey,202,11396,46862,760246
RARITAN BAY MEDICAL CENTER - OLD BRIDGE DIVISION,Old Bridge,New Jersey,0,0,0,
RARITAN BAY MEDICAL CENTER - PERTH AMBOY DIVISION,Perth Amboy,New Jersey,277,12309,63283,1396175
RIVERVIEW MEDICAL CENTER,Red Bank,New Jersey,270,12012,51473,1188903
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,New Brunswick,New Jersey,610,34114,185916,3698400
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,Rahway,New Jersey,165,5982,28993,697376
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,Hamilton,New Jersey,234,12815,51172,1360066
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,Somerville,New Jersey,217,13289,60098,1558966
SAINT BARNABAS MEDICAL CENTER,Livingston,New Jersey,583,27996,153839,2567189
SAINT CLARE'S HOSPITAL - DENVILLE,Denville,New Jersey,376,18789,61936,1178826
SAINT CLARE'S HOSPITAL - DOVER,Dover,New Jersey,243,3,29,79118
SAINT CLARE'S HOSPITAL - DOVER,Dover,New Jersey,0,0,0,
SAINT CLARE'S HOSPITAL - SUSSEX,Sussex,New Jersey,41,633,2153,1227153
SAINT FRANCIS MEDICAL CENTER,Trenton,New Jersey,164,5553,27257,730844
SAINT JOSEPH'S REGIONAL MEDICAL CENTER,Paterson,New Jersey,685,37103,184310,3081396
SAINT JOSEPH'S WAYNE HOSPITAL,Wayne,New Jersey,141,6040,35308,310154
SAINT LUKE'S - WARREN CAMPUS,Phillipsburg,New Jersey,140,4126,20136,835943
SAINT MARY'S HOSPITAL,Passaic,New Jersey,210,8969,40335,653000
SAINT MICHAEL'S MEDICAL CENTER,Newark,New Jersey,147,9222,49631,730708
SAINT PETER'S UNIVERSITY HOSPITAL,New Brunswick,New Jersey,374,25129,101010,2165545
SHORE MEDICAL CENTER,Somers Point,New Jersey,296,14679,50099,1090152
SOUTHERN OCEAN MEDICAL CENTER,Manahawkin,New Jersey,135,6994,26708,666589
THE MEMORIAL HOSPITAL OF SALEM COUNTY,Salem,New Jersey,110,3814,14334,429749
THE UNIVERSITY HOSPITAL,Newark,New Jersey,375,14899,95413,1986008
THE VALLEY HOSPITAL,Ridgewood,New Jersey,423,27260,121431,1956130
TRINITAS HOSPITAL,Elizabeth,New Jersey,430,14721,66265,1397812
UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,Plainsboro,New Jersey,317,12128,57889,1299965
VA NEW JERSEY HEALTHCARE SYSTEM - EAST ORANGE CAMPUS,East Orange,New Jersey,0,0,0,
VIRTUA MEMORIAL HOSPITAL BURLINGTON COUNTY,Mount Holly,New Jersey,333,19029,82055,1685740
VIRTUA WEST JERSEY HOSPITAL BERLIN,Berlin,New Jersey,0,0,0,
VIRTUA WEST JERSEY HOSPITAL MARLTON,Marlton,New Jersey,0,0,0,
VIRTUA WEST JERSEY HOSPITAL VOORHEES,Voorhees,New Jersey,673,40125,171845,3712605
ACOMA-CANONCITO-LAGUNA HOSPITAL,San Fidel,New Mexico,6,249,985,
ALBUQUERQUE HOSPITAL,Albuquerque,New Mexico,0,0,0,
ALBUQUERQUE VA MEDICAL CENTER,Albuquerque,New Mexico,0,0,0,
ALTA VISTA REGIONAL HOSPITAL,Las Vegas,New Mexico,46,2138,7019,159191
ARTESIA GENERAL HOSPITAL,Artesia,New Mexico,49,950,3189,115842
CARLSBAD MEDICAL CENTER,Carlsbad,New Mexico,115,3463,11312,350844
CHRISTUS SAINT VINCENT REGIONAL MEDICAL CENTER,Santa Fe,New Mexico,192,12945,49048,881431
CROWNPOINT HEALTH CARE FACILITY,Crownpoint,New Mexico,25,540,1775,
EASTERN NEW MEXICO MEDICAL CENTER,Roswell,New Mexico,162,4804,22280,381150
ESPANOLA HOSPITAL,Espanola,New Mexico,63,2129,8045,141854
GALLUP INDIAN MEDICAL CENTER,Gallup,New Mexico,78,3397,13114,
GERALD CHAMPION REGIONAL MEDICAL CENTER,Alamogordo,New Mexico,123,2949,10385,239337
GILA REGIONAL MEDICAL CENTER,Silver City,New Mexico,68,2495,7843,173846
GUADALUPE COUNTY HOSPITAL,Santa Rosa,New Mexico,10,217,666,4902
HOLY CROSS HOSPITAL,Taos,New Mexico,47,2199,6891,94454
LEA REGIONAL MEDICAL CENTER,Hobbs,New Mexico,179,3386,10023,239059
LOS ALAMOS MEDICAL CENTER,Los Alamos,New Mexico,47,1137,3372,113180
LOVELACE MEDICAL CENTER,Albuquerque,New Mexico,292,10752,52065,1209450
LOVELACE REGIONAL HOSPITAL - ROSWELL,Roswell,New Mexico,26,1379,6557,146815
LOVELACE WESTSIDE HOSPITAL,Albuquerque,New Mexico,71,2304,7062,217378
LOVELACE WOMEN'S HOSPITAL,Albuquerque,New Mexico,162,6239,28949,535310
MEMORIAL MEDICAL CENTER,Las Cruces,New Mexico,298,9961,45437,728975
MESCALERO HOSPITAL,Mescalero,New Mexico,11,265,882,
MOUNTAINVIEW REGIONAL MEDICAL CENTER,Las Cruces,New Mexico,142,7927,34609,579572
NORTHERN NAVAJO MEDICAL CENTER ,Shiprock,New Mexico,59,2197,8125,
PHS SANTA FE INDIAN HOSPITAL,Santa Fe,New Mexico,4,153,684,
PLAINS REGIONAL MEDICAL CENTER,Clovis,New Mexico,106,5228,18915,282260
PRESBYTERIAN HOSPITAL,Albuquerque,New Mexico,803,36913,163565,2733690
PRESBYTERIAN KASEMAN HOSPITAL,Albuquerque,New Mexico,85,1554,6059,215707
PRESBYTERIAN KASEMAN HOSPITAL,Albuquerque,New Mexico,0,0,0,
PRESBYTERIAN RUST MEDICAL CENTER,Rio Rancho,New Mexico,0,0,0,
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES HOSPITAL,Gallup,New Mexico,60,2628,8408,107115
ROOSEVELT GENERAL HOSPITAL,Portales,New Mexico,24,712,1910,53529
SAN JUAN REGIONAL MEDICAL CENTER,Farmington,New Mexico,188,10537,44317,571963
SANTA FE HOSPITAL,Santa Fe,New Mexico,0,0,0,
THE HEART HOSPITAL OF NEW MEXICO AT LOVELACE MEDICAL CENTER,Albuquerque,New Mexico,55,2817,12085,258668
UNIVERSITY OF NEW MEXICO HOSPITAL,Albuquerque,New Mexico,556,26110,149614,1532161
UNM SANDOVAL REGIONAL MEDICAL CENTER,Rio Rancho,New Mexico,72,1905,7762,67788
ZUNI HOSPITAL,Zuni,New Mexico,27,528,2191,
BANNER CHURCHILL COMMUNITY HOSPITAL,Fallon,Nevada,40,1843,6596,109764
CARSON TAHOE REGIONAL MEDICAL CENTER,Carson City,Nevada,190,9260,36098,732796
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,Las Vegas,Nevada,177,10178,37164,987912
DESERT SPRINGS HOSPITAL MEDICAL CENTER,Las Vegas,Nevada,293,10163,53285,1345596
HARMON MEDICAL AND REHABILITATION HOSPITAL,Las Vegas,Nevada,118,3431,40023,67804
MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,Nellis Air Force Base,Nevada,0,0,0,
MOUNTAINVIEW HOSPITAL,Las Vegas,Nevada,340,16733,84835,1982205
NORTH VISTA HOSPITAL,North Las Vegas,Nevada,177,4960,25191,548991
NORTHEASTERN NEVADA REGIONAL HOSPITAL,Elko,Nevada,75,2731,7578,183478
NORTHERN NEVADA MEDICAL CENTER,Sparks,Nevada,108,3005,9568,382227
NYE REGIONAL MEDICAL CENTER,Tonopah,Nevada,10,69,203,16883
OWYHEE INDIAN HOSPITAL,Owyhee,Nevada,0,0,0,
RENOWN REGIONAL MEDICAL CENTER,Reno,Nevada,607,27961,146963,2126514
RENOWN SOUTH MEADOWS MEDICAL CENTER,Reno,Nevada,138,2906,9159,369750
SAINT MARY'S REGIONAL MEDICAL CENTER,Reno,Nevada,277,13417,53579,954796
SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,Las Vegas,Nevada,147,7859,32592,743022
SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,Henderson,Nevada,109,5475,23441,670119
SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,Henderson,Nevada,219,18023,71576,1646852
SIERRA SURGERY HOSPITAL,Carson City,Nevada,15,752,1911,103510
SOUTH LYON MEDICAL CENTER,Yerington,Nevada,63,120,381,15058
SOUTHERN HILLS HOSPITAL & MEDICAL CENTER,Las Vegas,Nevada,134,6675,27233,682243
SPRING VALLEY HOSPITAL MEDICAL CENTER,Las Vegas,Nevada,237,13755,61506,1564684
SUMMERLIN HOSPITAL MEDICAL CENTER,Las Vegas,Nevada,454,17158,83312,1986671
SUNRISE HOSPITAL & MEDICAL CENTER,Las Vegas,Nevada,641,26961,152941,3709392
UNIVERSITY MEDICAL CENTER,Las Vegas,Nevada,499,27942,136963,2104510
VA SIERRA NEVADA HEALTH CARE SYSTEM ,Reno,Nevada,0,0,0,
VA SOUTHERN NEVADA HEALTHCARE SYSTEM,Las Vegas,Nevada,0,0,0,
VALLEY HOSPITAL MEDICAL CENTER,Las Vegas,Nevada,300,14332,76326,1685299
A.O. FOX HOSPITAL,Oneonta,New York,211,2588,12948,152953
ADIRONDACK MEDICAL CENTER,Saranac Lake,New York,155,2368,10701,176840
ALBANY MEDICAL CENTER,Albany,New York,670,30802,185486,2467189
ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,Albany,New York,20,54,106,82125
ALBANY MEMORIAL HOSPITAL,Albany,New York,165,3287,20171,257043
ALBANY STRATTON VA MEDICAL CENTER,Albany,New York,0,0,0,
ALICE HYDE MEDICAL CENTER,Malone,New York,151,2128,10188,134788
ARNOT OGDEN MEDICAL CENTER,Elmira,New York,240,10921,54761,570741
AUBURN COMMUNITY HOSPITAL,Auburn,New York,179,4074,19040,197352
BASSETT MEDICAL CENTER,Cooperstown,New York,180,8120,43844,844207
BATAVIA VA MEDICAL CENTER,Batavia,New York,0,0,0,
BATH VA MEDICAL CENTER,Bath,New York,0,0,0,
BELLEVUE HOSPITAL CENTER,New York,New York,912,16048,93203,896041
BELLEVUE WOMAN'S CARE CENTER,Niskayuna,New York,40,2197,11616,49835
BERTRAND CHAFFEE HOSPITAL,Springville,New York,103,697,2943,38367
BINGHAMTON GENERAL HOSPITAL,Binghamton,New York,500,15772,87821,1166952
BON SECOURS COMMUNITY HOSPITAL,Port Jervis,New York,220,3599,17874,366741
BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,Bronx,New York,0,0,0,
BRONX-LEBANON HOSPITAL CENTER - FULTON DIVISION,Bronx,New York,587,27167,127317,680593
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,Patchogue,New York,242,14475,86384,1310414
BROOKS MEMORIAL HOSPITAL,Dunkirk,New York,65,2569,10950,74683
BRUNSWICK HOSPITAL CENTER,Amityville,New York,124,0,0,56445
BUFFALO GENERAL HOSPITAL,Buffalo,New York,1068,48937,275734,2529477
BUFFALO VA MEDICAL CENTER,Buffalo,New York,0,0,0,
BURDETT CARE CENTER ,Troy,New York,0,0,0,
CANANDAIGUA VA MEDICAL CENTER,Canandaigua,New York,0,0,0,
CANTON-POTSDAM HOSPITAL,Potsdam,New York,94,4543,20509,232917
CARTHAGE AREA HOSPITAL,Carthage,New York,64,1053,4707,90411
CATSKILL REGIONAL MEDICAL CENTER - HARRIS CAMPUS,Harris,New York,196,3609,17236,227881
CAYUGA MEDICAL CENTER AT ITHACA,Ithaca,New York,183,5068,21200,282826
CLAXTON-HEPBURN MEDICAL CENTER,Ogdensburg,New York,130,2254,11054,210499
CLIFTON SPRINGS HOSPITAL AND CLINIC,Clifton Springs,New York,214,2129,14962,92357
COBLESKILL REGIONAL HOSPITAL,Cobleskill,New York,40,542,1967,56871
COLUMBIA MEMORIAL HOSPITAL,Hudson,New York,242,4964,23687,366866
COMMUNITY MEMORIAL HOSPITAL,Hamilton,New York,76,1543,4412,71568
CONEY ISLAND HOSPITAL,Brooklyn,New York,231,9163,54967,371059
CORTLAND REGIONAL MEDICAL CENTER,Cortland,New York,198,3367,15101,147901
CROUSE HOSPITAL,Syracuse,New York,501,19690,118673,806517
DEGRAFF MEMORIAL HOSPITAL,North Tonawanda,New York,0,0,0,
EASTERN LONG ISLAND HOSPITAL,Greenport,New York,90,2430,13823,162801
EASTERN NIAGARA HOSPITAL-LOCKPORT,Lockport,New York,161,6116,38377,129274
EASTERN NIAGARA HOSPITAL-NEWFANE,Newfane,New York,51,2013,11313,40134
ELLIS HOSPITAL,Schenectady,New York,432,18159,98827,1229970
ELMHURST HOSPITAL CENTER,Elmhurst,New York,545,20535,113379,923161
ERIE COUNTY MEDICAL CENTER,Buffalo,New York,1261,12838,82323,839819
F.F. THOMPSON HOSPITAL,Canandaigua,New York,301,4680,20701,263051
FAXTON-SAINT LUKE'S HEALTHCARE - FAXTON CAMPUS,Utica,New York,0,0,0,
FLUSHING HOSPITAL MEDICAL CENTER,Flushing,New York,299,14886,90423,520143
FOREST HILLS HOSPITAL,Forest Hills,New York,227,15364,75590,624309
FRANKLIN HOSPITAL,Valley Stream,New York,337,8393,42319,542887
GENEVA GENERAL HOSPITAL,Geneva,New York,477,3858,16986,239262
GLEN COVE HOSPITAL,Glen Cove,New York,235,5830,27872,502873
GLENS FALLS HOSPITAL,Glens Falls,New York,410,12248,62526,746755
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,West Islip,New York,437,22075,117065,1848228
GOOD SAMARITAN REGIONAL MEDICAL CENTER,Suffern,New York,337,14186,68111,1370962
GOUVERNEUR HOSPITAL,Gouverneur,New York,77,543,2532,27264
GUTHRIE CORNING HOSPITAL,Corning,New York,82,4170,15168,242736
HARLEM HOSPITAL CENTER,New York,New York,282,10596,52909,415769
HEALTHALLIANCE - BROADWAY CAMPUS,Kingston,New York,137,8145,39271,345775
HEALTHALLIANCE HOSPITAL: MARY'S AVENUE CAMPUS,Kingston,New York,125,2609,13586,167998
HELEN HAYES HOSPITAL,West Haverstraw,New York,155,577,3961,94309
HIGHLAND HOSPITAL,Rochester,New York,237,16038,77791,500147
HOSPITAL FOR SPECIAL SURGERY,New York,New York,202,14092,53664,1496161
HUDSON VALLEY HOSPITAL CENTER,Cortlandt Manor,New York,125,6856,34814,608714
HUNTINGTON HOSPITAL,Huntington,New York,298,14541,67908,871070
INTERFAITH MEDICAL CENTER,Brooklyn,New York,287,7941,45250,478482
IRA DAVENPORT MEMORIAL HOSPITAL,Bath,New York,155,502,1608,52147
JACK D. WEILER HOSPITAL ,Bronx,New York,0,0,0,
JACOBI MEDICAL CENTER,Bronx,New York,457,16613,102421,872706
JAMAICA HOSPITAL MEDICAL CENTER,Jamaica,New York,624,19682,92856,898274
JAMES J. PETERS VA MEDICAL CENTER,Bronx,New York,0,0,0,
JOHN T. MATHER MEMORIAL HOSPITAL,Port Jefferson,New York,248,10622,58776,843392
JONES MEMORIAL HOSPITAL,Wellsville,New York,70,1544,6367,72556
KELLER ARMY COMMUNITY HOSPITAL,West Point,New York,0,0,0,
KENMORE MERCY HOSPITAL,Kenmore,New York,344,7333,30871,293635
KINGS COUNTY HOSPITAL CENTER,Brooklyn,New York,634,21891,127727,1187388
KINGSBROOK JEWISH MEDICAL CENTER,Brooklyn,New York,744,7764,43108,888888
LAKE SHORE HEALTH CARE CENTER,Irving,New York,248,973,4118,55164
LAKESIDE BEIKIRCH CARE CENTER,Brockport,New York,61,855,4351,39495
LAWRENCE HOSPITAL CENTER,Bronxville,New York,281,11220,62842,561445
LENOX HILL HOSPITAL,New York,New York,488,28374,137009,2677848
LEWIS COUNTY GENERAL HOSPITAL,Lowville,New York,214,1431,5387,110325
LINCOLN MEDICAL AND MENTAL HEALTH CENTER,Bronx,New York,324,21243,87068,664319
LONG ISLAND JEWISH MEDICAL CENTER,New Hyde Park,New York,993,45210,224874,4661631
LOURDES HOSPITAL,Binghamton,New York,148,10041,44445,691091
LUTHERAN HEALTHCARE,Brooklyn,New York,388,22450,111292,1190050
MAIMONIDES MEDICAL CENTER,Brooklyn,New York,711,36144,198236,2701751
"MANHATTAN EYE, EAR & THROAT HOSPITAL",New York,New York,30,511,598,83287
MASSENA MEMORIAL HOSPITAL,Massena,New York,50,2209,9732,95928
MEDINA MEMORIAL HOSPITAL,Medina,New York,100,1617,6334,56287
MEMORIAL SLOAN-KETTERING CANCER CENTER,New York,New York,469,22340,144345,4046690
MERCY HOSPITAL OF BUFFALO,Buffalo,New York,468,18863,92142,765286
MERCY MEDICAL CENTER,Rockville Centre,New York,375,8382,46909,707126
METROPOLITAN HOSPITAL CENTER,New York,New York,338,11473,48054,480550
MIDHUDSON REGIONAL HOSPITAL OF WESTCHESTER MEDICAL CENTER,Poughkeepsie,New York,243,5946,39527,457082
MILLARD FILLMORE SUBURBAN HOSPITAL,Williamsville,New York,0,0,0,
MONROE COMMUNITY HOSPITAL,Rochester,New York,571,27,131,100622
MONTEFIORE HOSPITAL- MOSES CAMPUS,Bronx,New York,1511,82311,487479,9348508
MONTEFIORE MOUNT VERNON HOSPITAL,Mount Vernon,New York,122,2762,15909,148293
MONTEFIORE NEW ROCHELLE,New Rochelle,New York,332,7763,37999,381139
MONTEFIORE WAKEFIELD CAMPUS,Bronx,New York,345,13485,83657,647213
MONTEFIORE WESTCHESTER SQUARE CAMPUS,Bronx,New York,140,2929,20347,108653
MOUNT SAINT MARY'S HOSPITAL AND HEALTH CENTER,Lewiston,New York,155,5130,27695,154510
MOUNT SINAI BETH ISRAEL BROOKLYN,Brooklyn,New York,0,0,0,
MOUNT SINAI BETH ISRAEL MEDICAL CENTER ,New York,New York,985,49642,255553,3701132
MOUNT SINAI QUEENS,Long Island City,New York,0,0,0,
MOUNT SINAI ROOSEVELT,New York,New York,0,0,0,
MOUNT SINAI ST. LUKE'S ,New York,New York,864,36829,200103,2862795
NASSAU UNIVERSITY MEDICAL CENTER,East Meadow,New York,530,17646,89938,878545
NATHAN LITTAUER HOSPITAL AND NURSING HOME,Gloversville,New York,157,3065,11929,248466
NEW YORK COMMUNITY HOSPITAL OF BROOKLYN,Brooklyn,New York,134,7654,45127,187420
NEW YORK HOSPITAL QUEENS,Flushing,New York,424,28902,169276,1642334
NEW YORK METHODIST HOSPITAL,Brooklyn,New York,591,34406,189488,1591845
NEW YORK UNIVERSITY HOSPITAL FOR JOINT DISEASES,New York,New York,160,5443,23915,325774
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,New York,New York,668,28896,135792,5771119
NEW YORK-PRESBYTERIAN HOSPITAL/COLUMBIA UNIVERSITY MEDICAL CENTER,New York,New York,0,0,0,
NEW YORK-PRESBYTERIAN HOSPITAL/WEILL CORNELL MEDICAL CENTER,New York,New York,2391,101783,633656,10425156
"NEW YORK-PRESBYTERIAN, LOWER MANHATTAN HOSPITAL",New York,New York,132,8655,45964,272967
NEWARK-WAYNE COMMUNITY HOSPITAL,Newark,New York,300,4165,18262,229870
NIAGARA FALLS MEMORIAL MEDICAL CENTER,Niagara Falls,New York,133,5187,27538,154969
NICHOLAS H. NOYES MEMORIAL HOSPITAL,Dansville,New York,72,1680,7053,117861
NORTH CENTRAL BRONX HOSPITAL,Bronx,New York,213,7839,31578,317327
NORTH SHORE UNIVERSITY HOSPITAL,Manhasset,New York,1024,47283,261729,5298610
NORTHERN DUTCHESS HOSPITAL,Rhinebeck,New York,68,3411,15428,180401
NORTHERN WESTCHESTER HOSPITAL,Mount Kisco,New York,189,8299,37989,531195
NORTHPORT VA MEDICAL CENTER,Northport,New York,0,0,0,
NYACK HOSPITAL,Nyack,New York,277,12797,63969,881482
OLEAN GENERAL HOSPITAL,Olean,New York,164,4954,23812,233253
ONEIDA HEALTHCARE CENTER,Oneida,New York,261,2740,11898,215834
ORANGE REGIONAL MEDICAL CENTER,Middletown,New York,384,16476,77194,1379733
OSWEGO HOSPITAL,Oswego,New York,164,4078,20470,225902
PECONIC BAY MEDICAL CENTER,Riverhead,New York,177,6612,30616,485563
PHELPS MEMORIAL HOSPITAL CENTER,Sleepy Hollow,New York,210,6429,42037,612691
PLAINVIEW HOSPITAL,Plainview,New York,182,10265,52800,560625
PUTNAM HOSPITAL CENTER,Carmel,New York,164,5802,27121,456646
QUEENS HOSPITAL CENTER,Jamaica,New York,275,11326,65182,639411
RICHMOND UNIVERSITY MEDICAL CENTER,Staten Island,New York,349,13925,76325,851194
